s,pi/2,pi/3,pi/4,pi/5,pi/6,pi/7,pi/8,pi/9,pi/10
0.022244897959183677,820.0848333516591,764.8529561075043,780.5249695005475,826.7439449367179,841.7417136961187,864.0067853161953,924.7951744061345,959.2828312964648,1052.7435485463225
0.023061224489795917,820.3572210348592,793.6148627838347,783.1532211723447,835.1573066240621,880.1849996808392,898.4213905933816,914.9255906915117,983.4608458150977,1070.7042378726323
0.023877551020408165,817.0550004269592,776.2232626695347,774.1153109722915,833.2972019859949,832.8587477970202,897.7857527691499,908.007212807167,967.4247978038093,1047.7046983315258
0.02469387755102041,826.9732236195795,797.0623013895415,783.1873328029106,829.0206592642666,855.1316535767567,887.7655628347073,898.6039995622283,958.3335782748946,1079.5611813516239
0.025510204081632654,836.1854603271726,792.1520136468298,799.0477427163586,837.0400535360925,855.1706035289546,885.090437302954,938.3631845634311,993.0451114531513,1068.0986552094814
0.0263265306122449,827.2726362227377,783.1124705250563,779.3219330017786,834.107408854338,863.501687219459,898.4215528665754,898.4545942360742,989.115735676005,1058.4333852646837
0.027142857142857142,820.1154825646593,777.6982556577963,801.2438187622672,821.2509206563918,875.6774219046739,863.7814683645554,903.1682950498938,994.9933947079006,1057.3375756829844
0.02795918367346939,819.5955288599779,777.4009315486211,790.9145700876874,844.5953523976397,874.5619373310531,872.9595816402355,907.472385584937,998.0720570908019,1058.8617253781638
0.02877551020408163,836.9780880968627,776.5285242856066,803.3727985138664,849.8488964751584,856.8127442441601,886.1999221078165,917.4273759596555,1004.9238611249829,1056.7830832076193
0.02959183673469388,814.8447051170058,794.5872597368331,776.7447414297465,834.0442461416521,864.609284962722,904.046880312849,929.453827070213,1011.2819163409829,1062.8855030178872
0.030408163265306126,827.5670411642704,776.97508432564,768.8242950540371,848.5462043126543,858.3575591623273,867.7417475097901,934.3982811351137,967.3512535704738,1068.9841455147778
0.031224489795918367,838.5470389992494,794.9280184101921,810.6514531905077,833.7046946718455,875.1935632923501,898.6078304117702,961.6599490250459,979.0133795706878,1074.86809714303
0.032040816326530615,845.3704232057767,770.3244104796123,792.3305411191809,852.0475104849788,847.1627696442164,910.913893890604,919.8678617404448,998.0802284518966,1094.389317339161
0.032857142857142856,841.8263310242552,798.8816867662167,815.001281288521,847.7240836510393,894.6628033288403,888.638425925782,939.7601283574518,1010.3283618649816,1102.734644548555
0.0336734693877551,856.8757374571347,799.8458927658007,822.5643057730585,875.4340412866019,895.4354387231939,919.1448197899113,964.9066619930909,973.9698815215064,1062.5009936051051
0.03448979591836735,824.3146406252055,779.485600860605,782.3566599872574,845.2404091310891,881.1186672542387,863.9327099128822,933.5626323358247,996.3153490740723,1085.4894296078915
0.03530612244897959,841.3884835061876,771.1143127626501,789.5442782072222,820.1230221814776,849.6028465088978,909.3938624591663,893.7713418056305,959.1841568879294,1045.0540620370016
0.03612244897959184,855.662502871749,823.3431337378779,802.7560127786247,882.1761356764813,884.883747610191,887.4623143850744,933.8908110546184,989.6046568494618,1069.0527776238773
0.03693877551020408,867.501089693171,826.8933235633024,814.6731472974449,860.8397108450527,875.6123749088683,907.7393091167361,955.2944927887722,1019.6069229610729,1094.9754625215992
0.03775510204081633,840.0612811932818,812.4765788964312,805.0688155218583,845.9350702757,897.927527174787,894.2433820671349,928.4871627927512,981.2047926506701,1053.1382011823255
0.038571428571428576,831.0439558241487,800.7735178960006,789.0548469935676,826.2429857805615,897.1872889101076,920.6766026367706,903.9471722609417,1021.4849806020658,1092.6909119097224
0.03938775510204082,862.7444476306727,811.6070200514762,810.5228000947167,872.4441410988306,868.9374117594098,907.1363307087996,938.2300144800673,988.1481588759195,1054.282377999522
0.040204081632653065,842.7771048055213,801.8264910347186,809.5465396322946,855.9521433988539,898.199883854701,880.4090056717253,916.4202115888176,1018.4379404624312,1084.3682729949444
0.041020408163265305,843.0450543810205,833.2807538652253,796.9616295293905,843.2089476898782,878.8946265371508,913.5170648471039,956.4568735625562,998.2725540783688,1057.8272289416143
0.04183673469387755,834.2689087607156,809.6125035204602,798.4058755313406,870.0820077800978,879.2897494185178,904.7800983564656,933.6235990701614,960.7551468596896,1090.5279416038595
0.0426530612244898,847.775120093,835.7972668855455,824.2168466163973,863.9082353912987,920.2012356072746,943.892540684011,977.5849525237231,1009.8241297830039,1062.5794557052081
0.04346938775510204,854.6337337074443,816.0228646992716,825.275007105878,855.6942529936236,894.4105962487276,937.2326432181115,947.1127330787745,982.1393085020893,1119.2358602468178
0.04428571428571429,839.6205852913729,795.3474202032501,814.813219169339,839.7889143018028,882.7281364132432,895.7890768764717,917.6826559203214,1020.2204280773408,1070.5131929715792
0.04510204081632654,857.9691981127133,822.9704198942393,787.4212126055212,885.2112590451146,842.0427118091802,893.9540847379782,980.9591643415223,998.896564406579,1041.8321379078216
0.04591836734693878,879.4107305789763,818.9914382150082,824.924910337286,880.4951836754872,911.8013630386396,936.7777878935067,950.2949098737522,976.5939168890682,1099.8638785685691
0.046734693877551026,899.0655912720734,851.7518790375577,831.9909546313472,871.8405816489669,893.6208523392343,898.0617628575576,926.7977048386906,1030.3155037554961,1071.4987512269577
0.047551020408163266,881.7111425894886,823.7965822426572,827.3873093544294,861.1794186978261,883.1539816599407,902.5982697812954,989.8495354050074,1011.1522018583508,1131.8292333372829
0.048367346938775514,890.5759273326647,839.1355664904991,832.3226540833475,913.7038504479201,875.1959740552265,964.7089067675923,986.3338454854888,985.8508464222739,1096.5724470036553
0.049183673469387755,862.1257653322699,809.1944692678101,801.7085680492902,878.7438994816802,904.6497373665703,925.4516806572758,931.8434412988533,1032.7640594922634,1065.8003722676633
0.05,864.9261005764773,810.2409369286547,807.8117936659914,879.26286171293,896.6794723106564,887.7185968563032,910.3447089400051,1008.2116662202077,1041.419426963926
