s,pi/2,pi/3,pi/4,pi/5,pi/6,pi/7,pi/8,pi/9,pi/10
0.01,790.2746287803161,758.432372904248,766.7460944355395,807.3826488676159,832.371503276537,861.7885692394728,898.6175159296,968.3011028850988,1054.7784250865006
0.010816326530612244,802.2074425379124,763.2400278471648,768.7971078604032,810.4489331724001,838.2226122074321,869.4229640135338,914.5510763869337,973.5279163070937,1049.4847196946616
0.01163265306122449,794.919158850228,761.6655250794918,769.567280575119,815.24892733557,832.8200066298884,870.0445007111966,906.8805204140374,956.5572881707465,1044.1769432722137
0.012448979591836735,799.11136213035,759.5743440890485,761.5469222487316,814.4279639980793,836.1575085845022,865.3139164185646,896.1941273010532,955.2656633017822,1055.2453953917977
0.013265306122448979,807.3089585541629,763.7348057793067,777.3888196784353,815.8895673930102,835.5490625874199,880.8394190714237,917.7375497758281,969.4494509644182,1060.2091244962428
0.014081632653061225,812.4781644957598,775.2376137491233,779.0948862512341,810.3471766178762,844.9959466747343,871.808610458062,906.7175099129802,970.7431671424547,1054.22724454568
0.01489795918367347,813.2818363995738,771.6547278840649,773.3526855962436,823.6220869434119,847.4789913963909,877.3869076874275,901.8122943852823,982.7537008992244,1059.9706148576815
0.015714285714285715,800.226057170861,773.9973772921413,768.3279628850573,810.0264889616451,836.0758310299964,861.1500392191715,898.9644339897523,953.5232498647318,1053.3970955446189
0.01653061224489796,811.8394017523074,770.1410327604153,769.6057715499724,811.5829639510252,843.9647387135765,879.9009958761636,913.8659501851012,957.4620777620926,1050.0965128456683
0.017346938775510204,804.4826711635303,758.2818252768218,770.2151733941721,824.5584025614978,845.4425056504177,871.8446489140183,904.4731181868145,972.7228548782851,1056.8164613662993
0.01816326530612245,816.3043908592067,771.9640959227522,791.1586586228835,817.9459748925772,857.9643878951438,882.2789663229241,933.1013232010098,964.1307857272075,1073.7175068934853
0.018979591836734692,834.8314401360594,788.0171380817825,793.8085661542349,838.1134466637288,848.2664560789972,893.6188213770469,934.5128190133325,988.7686101777563,1064.4568774579302
0.01979591836734694,811.697438632843,778.7178593769262,777.7831434789157,834.3586761879371,857.0594266642977,870.794586468128,910.877944044264,962.6258820442514,1064.2527706326377
0.020612244897959184,818.3623447128853,782.8560441400186,764.2095114854603,827.3220399015054,849.5175890564162,889.1807208171815,923.3994265117517,968.3650742153892,1065.4401693345128
0.02142857142857143,807.679301071701,785.6188052678976,770.8089252923429,822.5324702660045,848.844541124183,880.6035626971436,903.1544258341568,978.5506371356835,1076.447244419392
